parcel,year,month,price,risk,acres,sqft,age,class,churchill
13,1994,12,225734.1549270459,0.0,4.04912995469935,26.008737631798528,45,2,0
13,1996,11,219204.66988127175,0.0,4.04912995469935,26.008737631798528,47,2,0
14,1994,3,261611.33718917918,0.0,2.2532671783478895,33.54604935981665,11,3,1
14,2002,11,235575.66464205354,0.9610677065064104,2.2532671783478895,33.54604935981665,19,3,1
14,2001,12,243769.47459693407,1.8177679577168768,2.2532671783478895,33.54604935981665,18,3,1
15,1998,9,308799.1580744164,0.0,3.985038436802109,38.13212409686266,9,4,0
15,1993,3,304301.2259877664,0.0,3.985038436802109,38.13212409686266,4,4,0
15,1991,5,314269.8425517146,0.0,3.985038436802109,38.13212409686266,2,4,0
15,2000,9,305963.0292956594,0.0,3.985038436802109,38.13212409686266,11,4,0
15,1990,7,313915.02372892667,0.0,3.985038436802109,38.13212409686266,1,4,0
15,1999,9,308407.29517239257,0.0,3.985038436802109,38.13212409686266,10,4,0
16,1996,1,152545.13520840168,0.0,0.5230497792928527,16.90523901687383,18,3,1
16,2001,5,148569.26922976918,0.8287174523488705,0.5230497792928527,16.90523901687383,23,3,1
16,1991,5,150241.14040700012,0.0,0.5230497792928527,16.90523901687383,13,3,1
16,1990,7,175369.7855635683,0.0,0.5230497792928527,16.90523901687383,12,3,1
17,1990,1,267400.17833595094,0.0,4.573869726604137,23.1098972721445,11,3,1
17,1991,7,254718.68515235765,0.0,4.573869726604137,23.1098972721445,12,3,1
17,2002,3,243835.0927355513,1.076493832645552,4.573869726604137,23.1098972721445,23,3,1
17,1996,11,254924.36308832787,0.0,4.573869726604137,23.1098972721445,17,3,1
18,2001,2,187528.4345212604,1.2068903163226001,2.1390850935415884,25.091323490936887,48,2,1
18,1999,2,196001.71157399006,0.0,2.1390850935415884,25.091323490936887,46,2,1
18,1991,4,198172.85119177433,0.0,2.1390850935415884,25.091323490936887,38,2,1
18,1997,1,173137.52066632305,0.0,2.1390850935415884,25.091323490936887,44,2,1
18,1995,3,206223.50616538565,0.0,2.1390850935415884,25.091323490936887,42,2,1
18,2002,6,173294.3861097572,1.2953285717314906,2.1390850935415884,25.091323490936887,49,2,1
19,1998,7,135219.75847401726,0.0,1.2412013505162414,17.9204764641882,44,1,1
19,1997,6,140026.8012855336,0.0,1.2412013505162414,17.9204764641882,43,1,1
19,1996,6,137722.85887110344,0.0,1.2412013505162414,17.9204764641882,42,1,1
19,1990,7,148969.25179797708,0.0,1.2412013505162414,17.9204764641882,36,1,1
19,1991,6,133931.2569225432,0.0,1.2412013505162414,17.9204764641882,37,1,1
20,1991,4,255174.53830966723,0.0,4.1261891954032786,26.97801246076142,27,4,0
20,1997,12,272220.46831275435,0.0,4.1261891954032786,26.97801246076142,33,4,0
20,1994,4,257354.5435616949,0.0,4.1261891954032786,26.97801246076142,30,4,0
20,1990,12,252985.27391053917,0.0,4.1261891954032786,26.97801246076142,26,4,0
20,1992,8,265823.6152558225,0.0,4.1261891954032786,26.97801246076142,28,4,0
20,2002,10,251439.58900859006,0.0,4.1261891954032786,26.97801246076142,38,4,0
21,2001,11,171243.42314701018,1.983205287848977,0.6541759276716633,20.843044453795077,13,2,1
21,1990,3,177220.7714435303,0.0,0.6541759276716633,20.843044453795077,2,2,1
21,1999,9,175713.479222789,0.0,0.6541759276716633,20.843044453795077,11,2,1
21,1991,10,194860.52516308016,0.0,0.6541759276716633,20.843044453795077,3,2,1
21,1994,4,193013.10750265213,0.0,0.6541759276716633,20.843044453795077,6,2,1
22,1995,2,207586.58829832342,0.0,4.1861510322301445,14.974899281184815,27,4,0
22,1994,9,241184.1041067556,0.0,4.1861510322301445,14.974899281184815,26,4,0
22,1998,9,236062.26427137002,0.0,4.1861510322301445,14.974899281184815,30,4,0
23,1995,1,222087.88325761602,0.0,1.6749290949980384,36.446375126213695,44,2,0
23,1996,3,226135.20435187803,0.0,1.6749290949980384,36.446375126213695,45,2,0
23,2002,7,205486.2475304264,0.0,1.6749290949980384,36.446375126213695,51,2,0
23,1998,12,225511.2700741112,0.0,1.6749290949980384,36.446375126213695,47,2,0
24,1997,12,167924.21639893085,0.0,1.9694473154993537,17.00479834929252,54,4,0
24,1993,9,167077.61007451496,0.0,1.9694473154993537,17.00479834929252,50,4,0
24,1998,2,166164.63167477012,0.0,1.9694473154993537,17.00479834929252,55,4,0
24,1990,10,165387.62876892957,0.0,1.9694473154993537,17.00479834929252,47,4,0
24,1992,12,145070.65596616446,0.0,1.9694473154993537,17.00479834929252,49,4,0
24,1999,9,184859.8281166052,0.0,1.9694473154993537,17.00479834929252,56,4,0
25,2001,2,286717.1647789744,0.0,4.564261408841748,39.07005622426459,29,3,0
25,1992,11,303798.23000203585,0.0,4.564261408841748,39.07005622426459,20,3,0
25,1999,5,309227.8815752588,0.0,4.564261408841748,39.07005622426459,27,3,0
25,1994,1,318898.49230751576,0.0,4.564261408841748,39.07005622426459,22,3,0
25,1991,11,322303.16961158527,0.0,4.564261408841748,39.07005622426459,19,3,0
25,1993,8,311255.08084843465,0.0,4.564261408841748,39.07005622426459,21,3,0
26,1999,3,284833.7013219652,0.0,4.600413192442899,26.84171119463118,15,2,1
26,1998,11,273343.87407556846,0.0,4.600413192442899,26.84171119463118,14,2,1
26,2000,4,254552.70957729383,0.9389749468078312,4.600413192442899,26.84171119463118,16,2,1
26,1990,1,280291.1730756042,0.0,4.600413192442899,26.84171119463118,6,2,1
27,1997,10,216218.80455877542,0.0,2.697802835117002,25.62297946416915,37,1,1
27,1990,1,210583.71134667046,0.0,2.697802835117002,25.62297946416915,30,1,1
27,2001,3,189120.47342987763,1.2249642668147496,2.697802835117002,25.62297946416915,41,1,1
28,2000,5,188826.03690860167,0.0,3.4396319196840373,12.569339976221823,36,1,0
28,1996,5,190523.1816152767,0.0,3.4396319196840373,12.569339976221823,32,1,0
28,1992,6,199569.4486455791,0.0,3.4396319196840373,12.569339976221823,28,1,0
29,2001,3,208000.84866665932,1.900058109638329,3.1947327364475244,21.944478518029907,19,1,1
29,2000,9,203660.35187150558,1.9237295800220766,3.1947327364475244,21.944478518029907,18,1,1
29,1995,9,223048.3464871112,0.0,3.1947327364475244,21.944478518029907,13,1,1
30,1996,3,179988.46605350781,0.0,0.7584111080709157,21.73654495124263,14,4,1
30,1997,9,201116.7172833556,0.0,0.7584111080709157,21.73654495124263,15,4,1
30,2000,9,178538.67913145968,0.8124017319013536,0.7584111080709157,21.73654495124263,18,4,1
30,1998,7,196232.94328700213,0.0,0.7584111080709157,21.73654495124263,16,4,1
31,1997,10,207639.36940377808,0.0,2.7366749838169016,16.485559971360033,31,4,1
31,1999,1,191166.00116532293,0.0,2.7366749838169016,16.485559971360033,33,4,1
31,1992,10,204854.73912709765,0.0,2.7366749838169016,16.485559971360033,26,4,1
31,1991,9,208518.32585716154,0.0,2.7366749838169016,16.485559971360033,25,4,1
31,1993,10,187351.56354019395,0.0,2.7366749838169016,16.485559971360033,27,4,1
32,1998,9,236811.63873684977,0.0,3.3367246185459383,27.462877968476253,52,4,1
32,2001,7,205459.4683980844,1.4400726201557732,3.3367246185459383,27.462877968476253,55,4,1
32,1992,7,240640.4576598293,0.0,3.3367246185459383,27.462877968476253,46,4,1
32,1994,3,228818.26929829648,0.0,3.3367246185459383,27.462877968476253,48,4,1
33,2000,11,209995.217923166,0.0,2.193296360992409,27.33086763070465,16,1,0
33,1990,7,233646.0920385225,0.0,2.193296360992409,27.33086763070465,6,1,0
33,1998,6,186350.66996801578,0.0,2.193296360992409,27.33086763070465,14,1,0
34,1993,7,209588.0495206725,0.0,2.7151373361651037,23.576639858457035,33,1,0
34,2000,3,207641.58304882777,0.0,2.7151373361651037,23.576639858457035,40,1,0
34,1999,1,198122.9716002127,0.0,2.7151373361651037,23.576639858457035,39,1,0
34,2002,6,183915.68581347173,0.0,2.7151373361651037,23.576639858457035,42,1,0
34,1990,4,206248.72177459003,0.0,2.7151373361651037,23.576639858457035,30,1,0
35,1999,10,233219.17110261784,0.0,1.5447959322311546,35.976161454687734,18,2,0
35,1998,8,229559.73553856628,0.0,1.5447959322311546,35.976161454687734,17,2,0
35,2000,10,217004.48599410296,0.0,1.5447959322311546,35.976161454687734,19,2,0
35,2001,2,239977.50500925022,0.0,1.5447959322311546,35.976161454687734,20,2,0
35,1993,3,231428.95825509253,0.0,1.5447959322311546,35.976161454687734,12,2,0
35,2002,3,236039.07159350175,0.0,1.5447959322311546,35.976161454687734,21,2,0
36,1994,4,222671.11548158672,0.0,4.369309415099865,11.589153244611039,8,4,0
36,2002,1,230910.23101254785,0.0,4.369309415099865,11.589153244611039,16,4,0
36,2001,4,251163.51993396156,0.0,4.369309415099865,11.589153244611039,15,4,0
37,2002,9,249695.4621747475,0.0,4.3482705204149665,32.37430732228464,46,4,0
37,1997,2,255147.87112459712,0.0,4.3482705204149665,32.37430732228464,41,4,0
37,1996,11,283158.02105190244,0.0,4.3482705204149665,32.37430732228464,40,4,0
37,1998,2,258791.90041381345,0.0,4.3482705204149665,32.37430732228464,42,4,0
37,2000,2,257002.18155519868,0.0,4.3482705204149665,32.37430732228464,44,4,0
37,1991,2,278580.4142889621,0.0,4.3482705204149665,32.37430732228464,35,4,0
38,1997,7,312433.5995396396,0.0,4.708600511741629,34.33382812191921,8,3,1
38,1998,2,308510.2883595007,0.0,4.708600511741629,34.33382812191921,9,3,1
38,1995,12,314540.77107776364,0.0,4.708600511741629,34.33382812191921,6,3,1
38,1999,12,325465.0532246895,0.0,4.708600511741629,34.33382812191921,10,3,1
38,1991,4,312036.55434599234,0.0,4.708600511741629,34.33382812191921,2,3,1
38,1994,12,306289.3261315029,0.0,4.708600511741629,34.33382812191921,5,3,1
39,1990,4,276286.9959274008,0.0,3.1791967325489128,32.848809183678846,0,2,0
39,1995,12,264716.5498405457,0.0,3.1791967325489128,32.848809183678846,5,2,0
39,1991,11,270099.052004014,0.0,3.1791967325489128,32.848809183678846,1,2,0
39,2000,9,270637.2593768728,0.0,3.1791967325489128,32.848809183678846,10,2,0
39,2001,7,264046.29768037115,0.0,3.1791967325489128,32.848809183678846,11,2,0
39,1992,3,262177.97855076427,0.0,3.1791967325489128,32.848809183678846,2,2,0
40,1998,4,207580.56051027935,0.0,2.343582855644917,25.226322949698698,49,1,0
40,2001,5,194449.51242420333,0.0,2.343582855644917,25.226322949698698,52,1,0
40,1992,3,178928.02413989275,0.0,2.343582855644917,25.226322949698698,43,1,0
40,2000,7,176707.22333899853,0.0,2.343582855644917,25.226322949698698,51,1,0
40,1996,3,185861.66421209948,0.0,2.343582855644917,25.226322949698698,47,1,0
41,1998,2,287184.3854371868,0.0,4.966012211915068,33.11641134303582,30,2,1
41,1993,1,282170.26735543954,0.0,4.966012211915068,33.11641134303582,25,2,1
41,2000,7,270893.596858738,0.7169388414702951,4.966012211915068,33.11641134303582,32,2,1
41,1996,4,284044.97515700024,0.0,4.966012211915068,33.11641134303582,28,2,1
42,1998,8,224595.09055250825,0.0,2.035786329110148,37.03566303694558,33,2,1
42,1991,10,238595.66553591922,0.0,2.035786329110148,37.03566303694558,26,2,1
42,1994,7,231686.86557767208,0.0,2.035786329110148,37.03566303694558,29,2,1
42,2002,9,227352.13383703612,0.7116183822790616,2.035786329110148,37.03566303694558,37,2,1
43,1997,4,212297.3104774517,0.0,0.4847049692326453,34.75644984713719,40,4,1
43,1992,10,188585.51367699346,0.0,0.4847049692326453,34.75644984713719,35,4,1
43,2001,5,194913.28456796776,1.221716539693963,0.4847049692326453,34.75644984713719,44,4,1
44,2000,6,197198.31635025528,0.0,1.7521310538881467,28.1570566050449,36,4,0
44,2002,11,214517.24003826178,0.0,1.7521310538881467,28.1570566050449,38,4,0
44,1996,7,209586.98590787136,0.0,1.7521310538881467,28.1570566050449,32,4,0
44,2001,10,198755.98732463786,0.0,1.7521310538881467,28.1570566050449,37,4,0
45,2000,12,266571.2104119662,1.9998514655138475,4.005980316344922,33.31952868443162,37,3,1
45,1993,7,274026.4269847681,0.0,4.005980316344922,33.31952868443162,30,3,1
45,2001,12,248665.38125114766,1.3636528723284265,4.005980316344922,33.31952868443162,38,3,1
45,1992,7,275986.65064124746,0.0,4.005980316344922,33.31952868443162,29,3,1
46,2002,6,222714.43392753787,0.0,0.5153713085131791,39.25950451464833,31,4,0
46,2000,9,232365.89370048058,0.0,0.5153713085131791,39.25950451464833,29,4,0
46,1996,6,215798.14620515844,0.0,0.5153713085131791,39.25950451464833,25,4,0
46,1991,9,225459.19919486347,0.0,0.5153713085131791,39.25950451464833,20,4,0
47,2000,3,230801.49485290426,0.0,4.199531185294136,14.896598978502144,16,1,0
47,1996,5,218204.54459761345,0.0,4.199531185294136,14.896598978502144,12,1,0
47,1998,8,237750.33459396503,0.0,4.199531185294136,14.896598978502144,14,1,0
47,1990,5,232902.43878288224,0.0,4.199531185294136,14.896598978502144,6,1,0
47,1999,12,222781.1143527152,0.0,4.199531185294136,14.896598978502144,15,1,0
47,1992,9,235297.82237643813,0.0,4.199531185294136,14.896598978502144,8,1,0
48,2001,6,197637.5936064506,0.0,0.16535641968911186,39.96824711705359,46,4,0
48,1997,6,205589.40108228326,0.0,0.16535641968911186,39.96824711705359,42,4,0
48,1998,3,197253.3938688929,0.0,0.16535641968911186,39.96824711705359,43,4,0
48,1993,11,203987.9767141568,0.0,0.16535641968911186,39.96824711705359,38,4,0
48,1992,4,219108.5678798235,0.0,0.16535641968911186,39.96824711705359,37,4,0
48,1991,3,233346.3929731882,0.0,0.16535641968911186,39.96824711705359,36,4,0
49,1995,1,194630.1364338365,0.0,3.6077846429653726,11.528532573809905,51,3,0
49,1991,9,185761.17401729926,0.0,3.6077846429653726,11.528532573809905,47,3,0
49,1997,2,176527.58522546475,0.0,3.6077846429653726,11.528532573809905,53,3,0
50,1996,11,213348.604674408,0.0,1.1567494831053282,35.98319683913626,22,2,0
50,2002,3,207682.33638270677,0.0,1.1567494831053282,35.98319683913626,28,2,0
50,1992,8,230466.82296618065,0.0,1.1567494831053282,35.98319683913626,18,2,0
51,1995,3,270515.85832438,0.0,3.740638763847184,28.156518520871245,11,3,1
51,2001,12,268185.04195369815,0.6357798469238198,3.740638763847184,28.156518520871245,17,3,1
51,1999,8,271895.9344377456,0.0,3.740638763847184,28.156518520871245,15,3,1
51,1990,4,286206.391160759,0.0,3.740638763847184,28.156518520871245,6,3,1
52,2002,5,206317.7759190721,0.7164209760331237,1.82516638743367,20.960377905349805,14,3,1
52,1992,8,200043.22900818606,0.0,1.82516638743367,20.960377905349805,4,3,1
52,1995,7,199849.99454301104,0.0,1.82516638743367,20.960377905349805,7,3,1
52,1990,11,211381.64680087328,0.0,1.82516638743367,20.960377905349805,2,3,1
53,1995,10,211819.6660379614,0.0,0.9469882231520522,34.69003524674034,43,2,0
53,2001,9,202434.10392544648,0.0,0.9469882231520522,34.69003524674034,49,2,0
53,1993,10,181867.01839422324,0.0,0.9469882231520522,34.69003524674034,41,2,0
54,1999,8,184451.56043350778,0.0,1.8634022604357883,18.22622815180734,14,1,0
54,1997,5,219506.20209525444,0.0,1.8634022604357883,18.22622815180734,12,1,0
54,1995,10,189396.3472817213,0.0,1.8634022604357883,18.22622815180734,10,1,0
54,1996,11,183773.45281566525,0.0,1.8634022604357883,18.22622815180734,11,1,0
54,1993,5,200112.2242820105,0.0,1.8634022604357883,18.22622815180734,8,1,0
54,1998,3,176436.35836368048,0.0,1.8634022604357883,18.22622815180734,13,1,0
55,1991,1,263055.01819981076,0.0,4.569133493452759,32.311184859500756,48,4,0
55,1994,11,263588.23758858955,0.0,4.569133493452759,32.311184859500756,51,4,0
55,1996,1,267109.55219206034,0.0,4.569133493452759,32.311184859500756,53,4,0
55,1993,7,265010.89584668074,0.0,4.569133493452759,32.311184859500756,50,4,0
55,2000,8,278044.5154241829,0.0,4.569133493452759,32.311184859500756,57,4,0
56,1991,12,217849.02126151466,0.0,3.857198477677344,16.161036512161957,41,2,1
56,1998,5,200588.91968169366,0.0,3.857198477677344,16.161036512161957,48,2,1
56,1995,9,197561.50986444528,0.0,3.857198477677344,16.161036512161957,45,2,1
56,2001,3,179998.1711528015,0.924146652825619,3.857198477677344,16.161036512161957,51,2,1
57,1997,5,205613.5967768624,0.0,2.8057101219361757,27.572810751126738,39,1,1
57,1991,2,198222.5033038712,0.0,2.8057101219361757,27.572810751126738,33,1,1
57,1992,10,223191.82608869212,0.0,2.8057101219361757,27.572810751126738,34,1,1
57,1990,12,213985.3626282632,0.0,2.8057101219361757,27.572810751126738,32,1,1
57,2000,9,200582.51857861315,0.6023093521140882,2.8057101219361757,27.572810751126738,42,1,1
57,1994,1,214273.9764922557,0.0,2.8057101219361757,27.572810751126738,36,1,1
58,2000,3,283858.7813852882,1.2128275135586435,3.266690547499565,37.69867804708859,15,3,1
58,1990,4,292643.1769043981,0.0,3.266690547499565,37.69867804708859,5,3,1
58,1998,10,286293.62831745256,0.0,3.266690547499565,37.69867804708859,13,3,1
58,1991,8,293339.5157891087,0.0,3.266690547499565,37.69867804708859,6,3,1
58,1999,11,289579.49324877694,0.0,3.266690547499565,37.69867804708859,14,3,1
59,2000,6,219854.77344122302,1.0628973136033788,1.527254809900583,39.17858389668919,43,3,1
59,2001,1,219901.93243838716,0.7213015085893448,1.527254809900583,39.17858389668919,44,3,1
59,1991,4,231022.52692425778,0.0,1.527254809900583,39.17858389668919,34,3,1
59,1993,9,230295.3905576643,0.0,1.527254809900583,39.17858389668919,36,3,1
59,1999,11,232165.48139923884,0.0,1.527254809900583,39.17858389668919,42,3,1
59,2002,3,230936.5998276405,1.2250259950833249,1.527254809900583,39.17858389668919,45,3,1
60,1997,3,239287.8447131158,0.0,2.9686966282746527,31.37695233635126,54,4,1
60,1993,6,230594.92216354547,0.0,2.9686966282746527,31.37695233635126,50,4,1
60,2000,9,222619.1292858775,1.7473044297640303,2.9686966282746527,31.37695233635126,57,4,1
60,1991,7,225784.87832171144,0.0,2.9686966282746527,31.37695233635126,48,4,1
60,1992,5,234242.28558617865,0.0,2.9686966282746527,31.37695233635126,49,4,1
60,2001,9,232901.481120525,0.8705966611844668,2.9686966282746527,31.37695233635126,58,4,1
61,1993,4,239632.28279099666,0.0,1.8961524273703023,31.8661087929149,6,2,0
61,1996,1,230679.72239691098,0.0,1.8961524273703023,31.8661087929149,9,2,0
61,1990,6,260378.72402741137,0.0,1.8961524273703023,31.8661087929149,3,2,0
62,1998,5,182031.8019280412,0.0,3.128193769635248,11.583237477978454,34,1,1
62,1996,1,168469.49268208543,0.0,3.128193769635248,11.583237477978454,32,1,1
62,1999,8,167935.75996855777,0.0,3.128193769635248,11.583237477978454,35,1,1
62,1997,3,179381.41337258232,0.0,3.128193769635248,11.583237477978454,33,1,1
62,1990,11,188481.16645378337,0.0,3.128193769635248,11.583237477978454,26,1,1
62,1994,9,174043.78411157272,0.0,3.128193769635248,11.583237477978454,30,1,1
63,1999,3,139308.68136517485,0.0,0.6346519565093299,12.871936218578295,20,3,1
63,1997,12,155082.69146730076,0.0,0.6346519565093299,12.871936218578295,18,3,1
63,1996,11,155228.10040601407,0.0,0.6346519565093299,12.871936218578295,17,3,1
63,1998,5,142779.16311071848,0.0,0.6346519565093299,12.871936218578295,19,3,1
63,1993,12,168383.1473534141,0.0,0.6346519565093299,12.871936218578295,14,3,1
63,1992,12,141816.27270982027,0.0,0.6346519565093299,12.871936218578295,13,3,1
64,1992,2,294329.7202607754,0.0,4.301278032054835,34.00751363779035,4,1,1
64,1991,11,287010.256258369,0.0,4.301278032054835,34.00751363779035,3,1,1
64,2002,1,266323.4089149198,1.5647003134460833,4.301278032054835,34.00751363779035,14,1,1
64,1994,8,285363.31952562876,0.0,4.301278032054835,34.00751363779035,6,1,1
64,1993,11,276650.99955476425,0.0,4.301278032054835,34.00751363779035,5,1,1
64,2001,5,291057.27287007147,0.6400849663557314,4.301278032054835,34.00751363779035,13,1,1
65,1991,9,131380.38172961277,0.0,0.9535873925147661,10.576315992205444,18,2,1
65,2001,3,127262.96921420525,1.9252844254960981,0.9535873925147661,10.576315992205444,28,2,1
65,2002,5,141972.81636354243,1.445775477820997,0.9535873925147661,10.576315992205444,29,2,1
65,1995,12,148006.6235508398,0.0,0.9535873925147661,10.576315992205444,22,2,1
65,1998,10,136003.91641528087,0.0,0.9535873925147661,10.576315992205444,25,2,1
66,2000,12,237389.462291219,1.3433572892576406,2.9319902577306975,29.687448344113438,25,3,1
66,1994,7,249930.16947899078,0.0,2.9319902577306975,29.687448344113438,19,3,1
66,1999,12,246878.71816389388,0.0,2.9319902577306975,29.687448344113438,24,3,1
66,1990,4,254867.6878032447,0.0,2.9319902577306975,29.687448344113438,15,3,1
67,1991,8,171273.26931705652,0.0,0.17712899447191813,24.310183790731873,43,4,0
67,2001,1,163165.11475192738,0.0,0.17712899447191813,24.310183790731873,53,4,0
67,1992,6,158052.51729685068,0.0,0.17712899447191813,24.310183790731873,44,4,0
68,1990,12,231988.2866071549,0.0,4.588175016362716,14.771327412977246,36,4,1
68,1996,8,231245.13862800197,0.0,4.588175016362716,14.771327412977246,42,4,1
68,1991,1,223607.46398247193,0.0,4.588175016362716,14.771327412977246,37,4,1
69,1995,4,212798.53881116808,0.0,0.6121743669984874,32.50695996172891,29,4,1
69,2002,1,215852.89232699174,0.9012220787731998,0.6121743669984874,32.50695996172891,36,4,1
69,1992,8,224191.33696031486,0.0,0.6121743669984874,32.50695996172891,26,4,1
69,1994,8,205499.76779499455,0.0,0.6121743669984874,32.50695996172891,28,4,1
70,1991,2,176155.58858935433,0.0,3.3380733627825565,10.38810676826068,26,1,1
70,1992,6,194696.17881948338,0.0,3.3380733627825565,10.38810676826068,27,1,1
70,1995,4,191433.67451406203,0.0,3.3380733627825565,10.38810676826068,30,1,1
70,1994,12,173497.52381490084,0.0,3.3380733627825565,10.38810676826068,29,1,1
70,1999,12,186816.78221520036,0.0,3.3380733627825565,10.38810676826068,34,1,1
70,2001,9,167566.750690059,1.1022633507117634,3.3380733627825565,10.38810676826068,36,1,1
71,1991,12,237831.00649915656,0.0,0.33007479223876734,33.4613890888897,8,3,1
71,1997,12,211683.62398134387,0.0,0.33007479223876734,33.4613890888897,14,3,1
71,1990,11,221318.20487337478,0.0,0.33007479223876734,33.4613890888897,7,3,1
71,1999,7,208896.64787646584,0.0,0.33007479223876734,33.4613890888897,16,3,1
71,1995,8,208934.29080667853,0.0,0.33007479223876734,33.4613890888897,12,3,1
72,1996,5,260251.8945093587,0.0,2.26103045522628,37.06387576879785,11,3,0
72,1997,1,266358.96382034494,0.0,2.26103045522628,37.06387576879785,12,3,0
72,1994,7,269726.21983870154,0.0,2.26103045522628,37.06387576879785,9,3,0
73,1992,5,179178.89976989717,0.0,2.0209325747869875,25.786260301720482,49,1,1
73,1999,5,195871.81951167496,0.0,2.0209325747869875,25.786260301720482,56,1,1
73,1994,9,175895.82515943123,0.0,2.0209325747869875,25.786260301720482,51,1,1
73,1995,5,188757.9564012143,0.0,2.0209325747869875,25.786260301720482,52,1,1
73,2000,4,178981.1949919365,1.1321840695651706,2.0209325747869875,25.786260301720482,57,1,1
74,1998,5,204221.7197213469,0.0,2.994362117273035,26.169760272758825,49,3,1
74,1996,12,201950.55691646365,0.0,2.994362117273035,26.169760272758825,47,3,1
74,1995,1,235993.43759102098,0.0,2.994362117273035,26.169760272758825,46,3,1
74,1991,10,211376.75787311612,0.0,2.994362117273035,26.169760272758825,42,3,1
75,1992,3,154367.51879967144,0.0,1.2132575319697458,19.981347457971218,38,1,0
